text,address,place,lon,lat
Overbrook Presbyterian Church,"4131 N High St Columbus, OH 43214",Columbus,-83.0212835,40.0462847
Christ Presbyterian Church,"4220 Cleveland Ave Columbus, OH 43224",Columbus,-82.952675,40.055387
Olentangy Pre School,"5330 Olentangy River Rd Columbus, OH 43235",Columbus,-83.03769,40.068918
Grace Presbyterian Church,"5099 Postlewaite Rd Columbus, OH 43235",Columbus,-83.0459126,40.0676586
Calvalry Presbyterian Chr-Ghn,"4930 Cleveland Ave Columbus, OH 43231",Columbus,-82.95185719999999,40.0702323
Calvalry Presbyterian Church of Ghana,"2545 E Dublin Granville Rd Columbus, OH 43231",Columbus,-82.9500927,40.0845546
Spirit & Truth Fellowship,"5455 Inlet Dr Columbus, OH 43232",Columbus,-82.85714229999999,39.9029092
Lockbourne Church of Christ Christian Union,"165 E State St Columbus, OH 43215",Columbus,-82.9956593,39.960664800000004
East Mound Street Church of Christ,"491 E Mound St Columbus, OH 43215",Columbus,-82.985968,39.955941
St. Mary's Catholic Church,"672 S 3rd St Columbus, OH 43206",Columbus,-82.9947105,39.948946
Hope & Eternal Life,"955 E Main St Columbus, OH 43205",Columbus,-82.97375149999999,39.9576508
Salvation Army,"966 E Main St Columbus, OH 43205",Columbus,-82.97336279999999,39.958245
Agape Full Gospel Baptist,"80 Martin Ave Columbus, OH 43222",Columbus,-83.0242593,39.9577274
The Holy Ghost Revival Center Church of Christ,"441 Gilbert St Columbus, OH 43205",Columbus,-82.9731631,39.956048
Rehoboth Temple Church Of Christ,"1111 E Long St Columbus, OH 43203",Columbus,-82.97163379999999,39.96801019999999
St John Learning Center,"648 S Ohio Ave Columbus, OH 43205",Columbus,-82.9709472,39.9516555
Mt Vernon Ave Ame Church,"1127 Mount Vernon Ave Columbus, OH 43203",Columbus,-82.97170369999999,39.9721574
St Dominic's Church,"453 N 20th St Columbus, OH 43203",Columbus,-82.97338169999999,39.9747202
Saint Leo Church,"221 Hanford St Columbus, OH 43206",Columbus,-82.9889966,39.9364107
Divine Refuge Church Of Christ,"201 Wilson Ave Columbus, OH 43205",Columbus,-82.9665799,39.9617867
Higher Life Christian Center,"1209 N 4th St Columbus, OH 43201",Columbus,-82.9984923,39.9877492
West Park United Methodist Church,"89 W Park Ave Columbus, OH 43222",Columbus,-83.0334943,39.9564088
Greater Glory Ministries,"487 N Champion Ave Columbus, OH 43203",Columbus,-82.968678,39.97617899999999
Southwood Church Of Christ,"120 Southwood Ave Columbus, OH 43207",Columbus,-82.99244689999999,39.932447
Church of Christ,"533 Miller Ave Columbus, OH 43205",Columbus,-82.96120359999999,39.9554714
Hungarian Reformed Church,"365 E Woodrow Ave Columbus, OH 43207",Columbus,-82.985782,39.9270685
Bethel-Agape Christian Center,"840 Mansfield Ave Columbus, OH 43219",Columbus,-82.9641736,39.9837459
Church of Christ Fishinger & Kenny,"18 E 12th Ave Columbus, OH 43201",Columbus,-83.0068311,39.9968972
Eliezer Church Of Christ,"1413 Saint Clair Ave Columbus, OH 43211",Columbus,-82.97936770000001,39.9942726
Clair United Methodist Church,"293 E Barthman Ave Columbus, OH 43207",Columbus,-82.9874087,39.92367360000001
Summit On 16th,"82 E 16th Ave Columbus, OH 43201",Columbus,-83.0059643,40.0015281
Open Door,"1711 Lockbourne Rd Columbus, OH 43207",Columbus,-82.9650048,39.9305638
Lee Avenue United Methodist Church,"1264 Lee Ave Columbus, OH 43219",Columbus,-82.96352499999999,39.992816
Church Of Christ,"1999 Lockbourne Rd Columbus, OH 43207",Columbus,-82.96567689999999,39.9244531
New Tabernacle Church of Christ,"1550 Wentworth Rd Columbus, OH 43219",Columbus,-82.9619629,39.9989179
Maynard Avenue United Methodist Church,"2350 Indianola Ave Columbus, OH 43202",Columbus,-83.00210249999999,40.0113482
Shepard/St Paul United Methodist Church,"2260 E 5th Ave Columbus, OH 43219",Columbus,-82.944316,39.9860567
Strong Tower Church Of Christ,"2271 E 5th Ave Columbus, OH 43219",Columbus,-82.94363039999999,39.9855543
North United Methodist Church,"42 E Tompkins St Columbus, OH 43202",Columbus,-83.00999379999999,40.01389930000001
The Bridge,"2487 Brentwood Rd Columbus, OH 43209",Columbus,-82.93279,39.960895
Young Timothy Christian,"283 E Duncan St Columbus, OH 43202",Columbus,-83.0041044,40.0163136
Saint Thomas The Apostle,"767 N Cassady Ave Columbus, OH 43219",Columbus,-82.93171050000001,39.9857666
Victory Church Of Christ,"1718 Myrtle Ave Columbus, OH 43211",Columbus,-82.96447979999999,40.0172849
Westgate United Methodist Church,"61 S Powell Ave Columbus, OH 43204",Columbus,-83.0754547,39.9535322
Christ The King Catholic Church,"2777 E Livingston Ave Columbus, OH 43209",Columbus,-82.922507,39.9466047
Linden United Methodist Church,"1634 Minnesota Ave Columbus, OH 43211",Columbus,-82.9671774,40.0200428
Church of Christ,"1889 Genessee Ave Columbus, OH 43211",Columbus,-82.9601955,40.0185401
"Haygood, J Pastor","3007 E 6th Ave Columbus, OH 43219",Columbus,-82.9235367,39.9854868
United Methodist Mission Society,"2929 Kenny Rd Ste 100 Columbus, OH 43221",Columbus,-83.0401119,40.019062
Hilltop Community Full Gospel Church,"179 N Huron Ave Columbus, OH 43204",Columbus,-83.080697,39.959457
Southside Christian Church,"275 Colton Rd Columbus, OH 43207",Columbus,-82.9898458,39.8924093
St Agatha Church,"1860 Northam Rd Columbus, OH 43221",Columbus,-83.0607964,40.0124483
Center Rosemont,"2456 Aberdeen Ave Columbus, OH 43211",Columbus,-82.9456488,40.0204071
CME Federal,"3675 Parsons Ave Columbus, OH 43207",Columbus,-82.98817149999999,39.8882115
Rhema Christian Center,"2154 Eddystone Ave Columbus, OH 43224",Columbus,-82.9557219,40.0283777
New Jerusalem Progressive Church,"2305 Oakland Park Ave Columbus, OH 43224",Columbus,-82.9528654,40.03067619999999
Third Church of Christ Scientist,"3989 N High St Columbus, OH 43214",Columbus,-83.01947899999999,40.0431059
Maize Manor Preschool,"3901 Maize Rd Columbus, OH 43224",Columbus,-82.98934009999999,40.0454308
Church of the Living Word,"3833 3 C Hwy Columbus, OH 43224",Columbus,-82.9459634,40.0480267
New Covenant Believers' Church,"3400 Kohr Blvd Columbus, OH 43224",Columbus,-82.945979,40.0385594
Columbus Chinese Christian Church,"4141 Maize Rd Columbus, OH 43224",Columbus,-82.9892296,40.050301
Christ Cathedral Church,"3931 Sunbury Rd Columbus, OH 43219",Columbus,-82.9313744,40.0408687
Our Lady of Peace,"60 E Dominion Blvd Columbus, OH 43214",Columbus,-83.0179129,40.05412500000001
St Philip Church,"1555 Elaine Rd Columbus, OH 43227",Columbus,-82.8872361,39.9422475
Church Of The Living Word,"3833 Westerville Rd Columbus, OH 43224",Columbus,-82.94582849999999,40.0479697
Calvary Holiness Church,"63 Garden Heights Ave Columbus, OH 43228",Columbus,-83.1202685,39.95406819999999
New Vision Christian Fellowship,"1500 S Hamilton Rd Ste D Columbus, OH 43227",Columbus,-82.877284,39.944206
Walnut Hill United Methodist Church,"975 Rathmell Rd Columbus, OH 43207",Columbus,-82.977891,39.860826
Ohio Free Methodist Foundation,"4142 Westerville Rd Columbus, OH 43224",Columbus,-82.9396496,40.0545676
First Free Methodist Church,"4142 Westerville Rd Columbus, OH 43224",Columbus,-82.9396496,40.0545676
Cornerstone Fellowship,"2704 Eastland Mall Columbus, OH 43232",Columbus,-82.88367629999999,39.9188639
Cristo Rey,"1850 Dividend Dr Columbus, OH 43228",Columbus,-83.1209171,39.9914529
Impact Christian Center,"4265 Eastland Square Dr Columbus, OH 43232",Columbus,-82.88256799999999,39.9125077
St Anthony Church,"1300 Urban Dr Columbus, OH 43229",Columbus,-82.9836717,40.067768
Epworth United Methodist Church,"5100 Karl Rd Columbus, OH 43229",Columbus,-82.9756013,40.0709649
Trinity Full Gospel Light House Church,"272 Fernhill Ave Columbus, OH 43228",Columbus,-83.13334069999999,39.9461772
St. Mark's United Methodist Church,"5200 Sullivant Ave Columbus, OH 43228",Columbus,-83.1384999,39.943641
The Connection,"5532 Sinclair Rd Columbus, OH 43229",Columbus,-82.99696279999999,40.07797190000001
Lifebridge Church,"5543 Sinclair Rd Columbus, OH 43229",Columbus,-82.9989121,40.0780557
Stonybrook Church,"485 Cherry Bottom Rd Columbus, OH 43230",Columbus,-82.8764389,40.0306222
Vinson Brian,"503 Cherry Bottom Rd Columbus, OH 43230",Columbus,-82.87678199999999,40.031329
Saint James Christian Center,"2713 Northland Plaza Dr Columbus, OH 43231",Columbus,-82.9466106,40.0830347
Ohio Conference Of The United Church Of Christ,"6161 Busch Blvd Ste 100 Columbus, OH 43229",Columbus,-82.993644,40.0916849
St Matthew Catholic Church,"807 Havens Corners Rd Columbus, OH 43230",Columbus,-82.85367099999999,40.016563
Gahanna Church Of Christ,"4410 E Johnstown Rd Columbus, OH 43230",Columbus,-82.8570254,40.0466219
Korean United Methodist Church,"5899 Cleveland Ave Columbus, OH 43231",Columbus,-82.9514189,40.0916669
United Methodist Conference Ofcs,"32 Wesley Blvd Columbus, OH 43085",Columbus,-83.018317,40.0964658
Park Road Church Of Christ,"653 Park Rd Columbus, OH 43085",Columbus,-82.98409199999999,40.125982
United Methodist Mission Society," Columbus, OH 43215",Columbus,-83.0092803,39.9602601
Livingston United Methodist," Columbus, OH 43209",Columbus,-82.9340217,39.9556925
Zion Lutheran Church,"766 S High St Columbus, OH 43206",Columbus,-82.997078,39.946502
First English Lutheran Church,"1015 E Main St Columbus, OH 43205",Columbus,-82.97207829999999,39.9575647
Tree Of Life Community Church,"31 E Gates St Columbus, OH 43206",Columbus,-82.994777,39.9375207
St Philip Lutheran Church,"1506 E Long St Columbus, OH 43203",Columbus,-82.9610986,39.9690982
Lincoln Park Ba Ptist Chur,"675 E Markison Ave Columbus, OH 43207",Columbus,-82.977667,39.9306731
Trinity Freewill Baptist,"1759 S 6th St Columbus, OH 43207",Columbus,-82.990967,39.9265954
University Lutheran Chapel-Lutheran,"45 E 13th Ave Columbus, OH 43201",Columbus,-83.0062219,39.997514
Jacobs Porch,"45 E 13th Ave Columbus, OH 43201",Columbus,-83.0062219,39.997514
Sound Doctrine Baptist Fellowship Church,"2040 Cleveland Ave Columbus, OH 43211",Columbus,-82.9703598,40.0082284
First Calvary Enterprise Baptist Church,"2425 Midland Ave Columbus, OH 43223",Columbus,-83.0596498,39.9261268
Clinton Heights Lutheran Church,"15 Clinton Heights Ave Columbus, OH 43202",Columbus,-83.0151137,40.0301628
Redeemer Lutheran Church,"1555 S James Rd Columbus, OH 43227",Columbus,-82.9161007,39.9388681
Lutheran Planned Giving-Ohio,"1555 S James Rd Columbus, OH 43227",Columbus,-82.9161007,39.9388681
Linden Lutheran Church,"1230 Oakland Park Ave Columbus, OH 43224",Columbus,-82.98043849999999,40.0324513
Kingdom Power Baptist Church,"980 Lenore Ave Columbus, OH 43224",Columbus,-82.98824839999999,40.0369919
Parsons Baptist Church,"3930 Parsons Ave Columbus, OH 43207",Columbus,-82.9867159,39.8818512
Parsons Baptist Church House,"572 Glendora Rd Columbus, OH 43207",Columbus,-82.9865899,39.8810041
North Free Will Baptist Church,"3596 Brandon St Columbus, OH 43224",Columbus,-82.95607900000002,40.0418964
North Community Lutheran Church,"114 Morse Rd Columbus, OH 43214",Columbus,-83.0162055,40.0629205
St Matthew Lutheran Church,"99 Commerce Sq Columbus, OH 43228",Columbus,-83.1050027,39.9440172
City Of Refuge Baptist Church,"4720 Harbinger Cir E Columbus, OH 43213",Columbus,-82.869804,39.9586026
Lamb Of God Lutheran Church,"4925 Sunbury Rd Columbus, OH 43230",Columbus,-82.9168632,40.0627585
St Paul Lutheran Church ELCA,"55 Pasadena Ave Columbus, OH 43228",Columbus,-83.1435829,39.9531543
Epic Life Church,"8926 Commerce Loop Dr Columbus, OH 43240",Columbus,-82.99848589999999,40.147641
Ualc," Columbus, OH 43220",Columbus,-83.0683519,40.05062789999999
Faith Based & Cmnty Initiative,"77 S High St Fl 30 Columbus, OH 43215",Columbus,-83.00096909999999,39.9606364
Ohio General Assembly,"77 S High St Columbus, OH 43215",Columbus,-83.00096909999999,39.9606364
Finishline Ministries,"250 E Broad St Columbus, OH 43215",Columbus,-82.99404229999999,39.9632119
Trembly Buehler Clergy,"59 E Mound St Columbus, OH 43215",Columbus,-82.9974008,39.9546314
Columbus Frassati Society,"280 N Grant Ave Columbus, OH 43215",Columbus,-82.9919012,39.9690305
Join,"578 E Main St Columbus, OH 43215",Columbus,-82.9838817,39.9582849
Third Episcopal District of AME Church,"112 Jefferson Ave Columbus, OH 43215",Columbus,-82.9844251,39.9665232
First AME Zion Church,"873 Bryden Rd Columbus, OH 43205",Columbus,-82.9761132,39.9602494
St Dominic's Convent,"957 E Broad St Columbus, OH 43205",Columbus,-82.97511999999999,39.964808
The Apostolic Glorious Church,"517 Saint Clair Ave Columbus, OH 43203",Columbus,-82.98079790000001,39.975411
Columbus Restoration Church,"911 Parsons Ave Columbus, OH 43206",Columbus,-82.9831469,39.9450836
Harvest Time Ministries International Church,"920 E Fulton St Columbus, OH 43205",Columbus,-82.974296,39.955696
Stone Village United Methodist Church,"139 E 2nd Ave Columbus, OH 43201",Columbus,-83.0014204,39.9823889
The Church of Jesus Christ of Latter-Day Saints,"777 Elliott St Columbus, OH 43205",Columbus,-82.9620826,39.9619429
Seventh-Day Adventist Church,"329 S 22nd St Columbus, OH 43205",Columbus,-82.9720895,39.9584318
West Second Avenue Presbyterian Church,"237 W 2nd Ave Columbus, OH 43201",Columbus,-83.0110641,39.98182389999999
Grandview,"237 W 2nd Ave Columbus, OH 43201",Columbus,-83.0110641,39.98182389999999
St Johns Hospitality House,"163 Avondale Ave Columbus, OH 43222",Columbus,-83.0264765,39.955697
Community-Holy Rosary & Saint,"648 S Ohio Ave Columbus, OH 43205",Columbus,-82.9709472,39.9516555
Village Vineyard,"43 W 4th Ave Columbus, OH 43201",Columbus,-83.0064034,39.9849403
Solid Rock Christian Center,"920 Carpenter St Columbus, OH 43206",Columbus,-82.9752943,39.9458455
Greater Faith Temple Apostolic,"1186 Oak St Columbus, OH 43205",Columbus,-82.9684279,39.9630966
Bellows Ave Church-Nazarene,"1066 Bellows Ave Columbus, OH 43223",Columbus,-83.0276329,39.9514893
True Vine Ministries,"1030 E Livingston Ave Columbus, OH 43205",Columbus,-82.970316,39.950014
Columbus Worship Center,"1181 N High St Columbus, OH 43201",Columbus,-83.0056285,39.9863447
Pentecostal Church Of God In Jesus Name,"994 Gilbert St Columbus, OH 43206",Columbus,-82.9743568,39.9445104
"Winfield, Nancy","858 E 3rd Ave Columbus, OH 43201",Columbus,-82.9813408,39.98354519999999
Abundant Love Tabernacle,"878 S Ohio Ave Columbus, OH 43206",Columbus,-82.9713467,39.9470436
Ephphatha Outreach Ministries,"878 S Ohio Ave Columbus, OH 43206",Columbus,-82.9713467,39.9470436
Holy Trinity Etheopian Orthodox,"684 Oakwood Ave Columbus, OH 43205",Columbus,-82.9682807,39.9516111
Orthodox Church Holy Trinity,"1404 Granville St Columbus, OH 43203",Columbus,-82.964586,39.97254400000001
Agape Outreach Minstries,"1403 E Main St Columbus, OH 43205",Columbus,-82.9616867,39.9574372
Ministries Trevitt New Life,"142 King Ave Columbus, OH 43201",Columbus,-83.0102124,39.9904393
Higher Ground Always Abounding Assemblies,"1478 Oak St Columbus, OH 43205",Columbus,-82.9605946,39.9626007
Mt Calvary Holy Church,"1603 S 4th St Columbus, OH 43207",Columbus,-82.99314319999999,39.9295326
Jireh Raah Ministries,"1571 Parsons Ave Columbus, OH 43207",Columbus,-82.9843016,39.93123490000001
Calvary Korean Church,"1493 Indianola Ave Columbus, OH 43201",Columbus,-83.00334079999999,39.9932099
Columbus First Brethren Church,"1466 Atcheson St Columbus, OH 43203",Columbus,-82.96366080000001,39.9763189
Abundant Faith Church Of God,"1204 Saint Clair Ave Columbus, OH 43201",Columbus,-82.9791157,39.9898281
West Broad Missionary Chapel,"127 N Central Ave Columbus, OH 43222",Columbus,-83.0389276,39.960349
Universal Hagars Spiritual Church,"1550 N High St Columbus, OH 43201",Columbus,-83.00661199999999,39.994005
Mt Calvary Church of God in Christ,"478 Kelton Ave Columbus, OH 43205",Columbus,-82.95836829999999,39.956956
Islamic Center,"221 E Woodrow Ave Columbus, OH 43207",Columbus,-82.98963839999999,39.9272078
Over'comers Ministries,"877 E 11th Ave Columbus, OH 43211",Columbus,-82.983148,39.9934573
Victorious Redeemer Full Gospel Church,"1634 E Main St Columbus, OH 43205",Columbus,-82.955719,39.957885
First Church Of The Nazarene,"1680 E Broad St Columbus, OH 43203",Columbus,-82.95607900000002,39.9676953
Saint Nicholas Church,"1676 E Broad St Columbus, OH 43203",Columbus,-82.95624699999999,39.9677055
Promise Land Church,"212 E Innis Ave Columbus, OH 43207",Columbus,-82.9898229,39.9262365
Redeemers Faith Believers Church Of God,"52 Reeb Ave Columbus, OH 43207",Columbus,-82.9937904,39.9254979
Assembly Of Faith,"490 E Woodrow Ave Columbus, OH 43207",Columbus,-82.98245399999999,39.9276878
Saint Sophia Orthodox Cathedral,"1561 Old Leonard Ave Columbus, OH 43219",Columbus,-82.9618757,39.9818577
Mt Zion Church of God in Christ,"106 E Barthman Ave Columbus, OH 43207",Columbus,-82.99244689999999,39.924378
Faith Tabernacle,"1731 Greenway Ave Columbus, OH 43203",Columbus,-82.95574289999999,39.9735824
God's Glory Temple Church,"593 Fairwood Ave Columbus, OH 43205",Columbus,-82.95342889999999,39.9550382
Continuum Church Assembly Of God,"1632 Old Leonard Ave Columbus, OH 43219",Columbus,-82.9603563,39.9830493
Upper Room Church of God,"1759 E Main St Columbus, OH 43205",Columbus,-82.95190199999999,39.95711
House Of Refuge,"207 E 15th Ave Columbus, OH 43201",Columbus,-83.0022704,39.9994696
Linden Life Fellowship,"914 E 13th Ave Columbus, OH 43211",Columbus,-82.982517,39.9972965
Apostolic Faith Temple,"1650 Wilson Ave Columbus, OH 43207",Columbus,-82.9685324,39.9316937
Seneca Lake Baptist Assembly,"1132 Windsor Ave Columbus, OH 43211",Columbus,-82.97644919999999,39.9974672
Ministerio Nuevo Amanecer,"1676 E Broad St Columbus, OH 43203",Columbus,-82.95624699999999,39.9677055
Pentecostal Shield Of faith,"212 E Innis Ave Columbus, OH 43207",Columbus,-82.9898229,39.9262365
Greater Jordon Temple,"52 Reeb Ave Columbus, OH 43207",Columbus,-82.9937904,39.9254979
Living Hope Fellowship,"365 E 13th Ave Columbus, OH 43201",Columbus,-82.9975058,39.9971666
Deliverance Church Of God,"490 E Woodrow Ave Columbus, OH 43207",Columbus,-82.98245399999999,39.9276878
Common Ground Destiny Center,"1561 Old Leonard Ave Columbus, OH 43219",Columbus,-82.9618757,39.9818577
Sonshine Mission,"106 E Barthman Ave Columbus, OH 43207",Columbus,-82.99244689999999,39.924378
United House Of Prayer,"1731 Greenway Ave Columbus, OH 43203",Columbus,-82.95574289999999,39.9735824
Hope Christian,"593 Fairwood Ave Columbus, OH 43205",Columbus,-82.95342889999999,39.9550382
God's House of Prayer,"1632 Old Leonard Ave Columbus, OH 43219",Columbus,-82.9603563,39.9830493
Apostolic Worship And Praise Temple,"1759 E Main St Columbus, OH 43205",Columbus,-82.95190199999999,39.95711
Victorious Redeemer Full Gospel,"1759 E Main St Columbus, OH 43205",Columbus,-82.95190199999999,39.95711
Schottenstein Chabad House,"207 E 15th Ave Columbus, OH 43201",Columbus,-83.0022704,39.9994696
The Church by Christ Jesus,"914 E 13th Ave Columbus, OH 43211",Columbus,-82.982517,39.9972965
Central Hispanic Seventh Day,"1650 Wilson Ave Columbus, OH 43207",Columbus,-82.9685324,39.9316937
Greater Liberty Temple,"1132 Windsor Ave Columbus, OH 43211",Columbus,-82.97644919999999,39.9974672
Holy Temple Church Of God,"1072 E 14th Ave Columbus, OH 43211",Columbus,-82.9783599,39.9982813
Wexner Jewish Student Center,"46 E 16th Ave Columbus, OH 43201",Columbus,-83.0072236,40.0012052
Fruit Of The Spirt Seventh Day Adventist Church,"1365 Frebis Ave Columbus, OH 43206",Columbus,-82.9592504,39.9340485
Southeast Apostolic Mission,"1505 E Deshler Ave Columbus, OH 43206",Columbus,-82.9551548,39.938572
Brown Road Community Church,"1187 Brown Rd Columbus, OH 43223",Columbus,-83.0383612,39.9327391
Sigsbee Avenue Church of God,"1322 Sigsbee Ave Columbus, OH 43219",Columbus,-82.96461099999999,39.993909
Oak Grove Apostolic Church,"1187 Brown Rd Columbus, OH 43223",Columbus,-83.0383612,39.9327391
Rock City Church,"777 Kinnear Rd Columbus, OH 43212",Columbus,-83.0280737,39.9960145
New Hope Church Of God,"1921 E 5th Ave Columbus, OH 43219",Columbus,-82.9531384,39.9859555
Life Vineyard Church,"915 Creekside Dr Columbus, OH 43223",Columbus,-83.0751409,39.9200448
New Journey Christian Ministries,"1763 Cleveland Ave Columbus, OH 43211",Columbus,-82.9749794,40.002046
Northside Church Of God,"1790 Cleveland Ave Columbus, OH 43211",Columbus,-82.97388749999999,40.0026181
Jehovah's Witnesses,"1401 Brown Rd Columbus, OH 43223",Columbus,-83.03978769999999,39.9283508
Christ Southern Missionary Church,"727 Stambaugh Ave Columbus, OH 43207",Columbus,-82.9759139,39.9180162
Living Waters Christian Fellowship,"1824 Cleveland Ave Columbus, OH 43211",Columbus,-82.97338359999999,40.0033056
Grace Central Grandview,"1929 Kenny Rd Columbus, OH 43210",Columbus,-83.0356341,39.9987281
Gregory Of Nyssa Orthodox,"2219 Summit St Columbus, OH 43201",Columbus,-83.0009271,40.0088039
Rosedale Mennon Missio,"2120 E 5th Ave Columbus, OH 43219",Columbus,-82.94801319999999,39.9863617
Parroquia Santa Cruz Parish,"154 E Patterson Ave Columbus, OH 43202",Columbus,-83.00585799999999,40.010076
House Of Prayer,"853 Butler Ave Columbus, OH 43223",Columbus,-83.052813,39.9385797
Independent Missionary Church Of God In Christ,"2249 E 5th Ave Columbus, OH 43219",Columbus,-82.944265,39.985532
Christ Community Church,"2249 E 5th Ave Columbus, OH 43219",Columbus,-82.944265,39.985532
Call To Holiness Intl Ministry Inc,"2555 S 5th St Columbus, OH 43207",Columbus,-82.99129239999999,39.9102647
Total Life Ministries,"2260 E 5th Ave Columbus, OH 43219",Columbus,-82.944316,39.9860567
Second Community Church,"311 S Highland Ave Columbus, OH 43223",Columbus,-83.0607192,39.9493778
Congregation Torat Emet,"2375 E Main St Columbus, OH 43209",Columbus,-82.935351,39.956779
The Church of Jesus Christ of Latter-Day Saints,"253 E Tompkins St Columbus, OH 43202",Columbus,-83.0043323,40.0141062
Christ-Tabernacle Apostalic Holiness Church,"2364 W Broad St Columbus, OH 43204",Columbus,-83.06354950000001,39.9556944
Community of Christ,"253 E Tompkins St Columbus, OH 43202",Columbus,-83.0043323,40.0141062
Building Lives Outreach Center,"2080 Cleveland Ave Columbus, OH 43211",Columbus,-82.9697613,40.0090597
Mind Management Research,"2020 Mcdowell Ridge Dr Columbus, OH 43223",Columbus,-83.04935239999999,39.9273271
Driven By Purpose Ministries,"459 E Hudson St Columbus, OH 43202",Columbus,-82.9988492,40.0149211
Mt Sinai Church Of God In Christ,"1602 Woodland Ave Columbus, OH 43219",Columbus,-82.9540626,40.0005356
Tab Church God Christ,"1783 E 23rd Ave Columbus, OH 43219",Columbus,-82.9606156,40.0047641
Jehovah's Witnesses,"2505 Lockbourne Rd Columbus, OH 43207",Columbus,-82.9669062,39.9144545
Forged by Fire,"2413 W Broad St Columbus, OH 43204",Columbus,-83.06474,39.955074
Temple Of Faith CLG,"1441 Brentnell Ave Columbus, OH 43219",Columbus,-82.94981969999999,39.9978436
World Harvest Church,"10165 Wright Ave Columbus, OH 43211",Columbus,-82.98229979999999,39.9944081
Jehovah's Witnesses,"1190 E Hudson St Columbus, OH 43211",Columbus,-82.9785069,40.0143872
Original Glorious Church Of God In Christ,"2030 Joyce Ave Columbus, OH 43219",Columbus,-82.96229570000001,40.0088554
Central Vineyard Church,"2632 Summit St Columbus, OH 43202",Columbus,-82.99963629999999,40.017372
The Fathers Heart International,"2555 Pontiac St Columbus, OH 43211",Columbus,-82.98892020000001,40.0171722
Temple Of Compassion Cthrdrl,"2665 Lockbourne Rd Columbus, OH 43207",Columbus,-82.96776,39.910519
David W Markowich Clergy,"2001 Northwest Blvd Columbus, OH 43212",Columbus,-83.05219199999999,39.997779
Zomi Christian Church,"2001 Northwest Blvd Columbus, OH 43212",Columbus,-83.05219199999999,39.997779
Stephen D Wachtman Clergy,"2001 Northwest Blvd Columbus, OH 43212",Columbus,-83.05219199999999,39.997779
The Church of Pentacost,"1815 Woodland Ave Columbus, OH 43219",Columbus,-82.9545667,40.0052738
St Matthew's Fire Baptized Holiness Church of America,"2550 Sullivant Ave Columbus, OH 43204",Columbus,-83.06688419999999,39.9449945
Cornerstone Pentecostal Church,"2143 Joyce Ave Columbus, OH 43219",Columbus,-82.9623797,40.01125390000001
Faith Community Church,"2578 Sullivant Ave Columbus, OH 43204",Columbus,-83.06757610000001,39.9448162
Church of God Mpg of T,"1682 Plymouth Ave Columbus, OH 43209",Columbus,-82.935757,39.9632212
Congregation Agudas Achim,"2767 E Broad St Columbus, OH 43209",Columbus,-82.926985,39.970083
St Mary Orothodox Tewahdo Church,"1415 Sunbury Rd Columbus, OH 43219",Columbus,-82.94036659999999,39.99786599999999
Hilltop Community Worship Center,"2622 Sullivant Ave Columbus, OH 43204",Columbus,-83.0687294,39.9447055
Jehovah's Witnesses,"1555 College Ave Columbus, OH 43209",Columbus,-82.93160000000002,39.9380852
Greater Ebenezer Cathedral of Praise,"2645 Fairwood Ave Columbus, OH 43207",Columbus,-82.95763319999999,39.9112
The Eternal Life Church of Christ,"2425 Holt Ave Columbus, OH 43219",Columbus,-82.941598,39.9993539
Tri Village Veritas,"1780 Barrington Rd Columbus, OH 43221",Columbus,-83.0563655,40.0006001
Ebenezer Haician,"2432 Cleveland Ave Columbus, OH 43211",Columbus,-82.9649838,40.01675710000001
Emmanuel Memorial Church,"2727 Bulen Ave Columbus, OH 43207",Columbus,-82.9561808,39.9097684
New Walk Church Of God In Christ,"1660 Myrtle Ave Columbus, OH 43211",Columbus,-82.96599189999999,40.0172172
Christian Outreach Ministries,"1525 Sunbury Rd Columbus, OH 43219",Columbus,-82.9393582,40.0004376
Jehovah Shamah,"598 S Harris Ave Columbus, OH 43204",Columbus,-83.07182999999999,39.942369
Christ Liberated Sabbath Msn,"2464 Cleveland Ave Columbus, OH 43211",Columbus,-82.9648158,40.0175446
Rccg Triumphant Chapel,"2860 E 5th Ave Columbus, OH 43219",Columbus,-82.92750819999999,39.9851908
Church of God In Ohio,"2740 Airport Dr Ste 310 Columbus, OH 43219",Columbus,-82.9349462,39.9966975
Life Church,"914 E Weber Rd Columbus, OH 43211",Columbus,-82.9876324,40.0240208
The Way of Holiness Apostolic Church Headquarters,"1088 E Weber Rd Columbus, OH 43211",Columbus,-82.98277999999999,40.023803
"McGee, Christine Pastor","1088 E Weber Rd Columbus, OH 43211",Columbus,-82.98277999999999,40.023803
Glory Evangelistic Ministries,"269 N Gould Rd Columbus, OH 43209",Columbus,-82.92301189999999,39.9767282
Masjid As-Sahaba,"2535 Cleveland Ave Columbus, OH 43211",Columbus,-82.9653199,40.01909089999999
True Love Ministries,"1634 Minnesota Ave Columbus, OH 43211",Columbus,-82.9671774,40.0200428
Paramount Church,"2935 E Main St Columbus, OH 43209",Columbus,-82.9199754,39.9564758
Grace New Covenant Apostolic Church,"1643 Aberdeen Ave Columbus, OH 43211",Columbus,-82.9672519,40.0205643
Where Eagles Gather Ministries,"2060 Brentnell Ave Columbus, OH 43219",Columbus,-82.947341,40.0108174
Praise Temple Community Church,"2618 Bethesda Ave Columbus, OH 43219",Columbus,-82.938079,40.003858
